Product,UN Region,Country,Organisation,Metric Tons,Price
PP1013H1,South East Asia,Malaysia,Summit Resins,272.25,1108.99
LL0825,South East Asia,Philippines,Dynamic Industries,495.0,1158.95
PP1013H1,South East Asia,Thailand,Dynamic Resins,643.5,1124.91
LL0825,South East Asia,Indonesia,Advanced Materials,222.75,1012.22
LL0825,South East Asia,Indonesia,Dynamic Materials,495.0,1139.99
PP9054,South East Asia,Philippines,Summit Industries,519.75,1074.87
PP1013H1,South East Asia,Thailand,Summit Materials,569.25,1126.31
PP1013H1,South East Asia,Philippines,Global Chemicals,618.75,1063.03
PP7032E2,South East Asia,Thailand,Summit Resins,940.5,1067.07
LL0825,South East Asia,Vietnam,Vertex Materials,990.0,1093.02
PP7032E2,South East Asia,Philippines,Advanced Resins,742.5,1016.26
LL0825,South East Asia,Philippines,Summit Industries,495.0,1142.53
HD5001,South East Asia,Philippines,Summit Polymers,272.25,1012.32
PP7032E2,South East Asia,Indonesia,Vertex Materials,965.25,1160.28
LD01820,South East Asia,Vietnam,Advanced Materials,396.0,1177.48
LL0825,South East Asia,Malaysia,Omni Polymers,49.5,1190.68
PP9054,South East Asia,Indonesia,Vertex Industries,247.5,1079.82
LL0825,South East Asia,Philippines,Omni Industries,866.25,1195.22
LL0825,South East Asia,Philippines,Advanced Polymers,445.5,1104.92
PP9054,South East Asia,Philippines,Summit Polymers,148.5,1076.07
LL0825,South East Asia,Philippines,Global Resins,272.25,1010.57
HD5001,South East Asia,Vietnam,Vertex Solutions,346.5,1003.3
PP9054,South East Asia,Vietnam,Omni Resins,569.25,1042.34
LD01820,South East Asia,Thailand,Dynamic Industries,519.75,1098.66
PP9054,South East Asia,Malaysia,Prime Polymers,569.25,1022.52
LL0825,South East Asia,Indonesia,Dynamic Industries,297.0,1190.44
PP7032E2,South East Asia,Malaysia,Prime Resins,49.5,1008.02
LD01820,South East Asia,Thailand,Advanced Industries,717.75,1121.29
PP1013H1,South East Asia,Vietnam,Prime Polymers,965.25,1161.7
LL0825,South East Asia,Indonesia,United Solutions,173.25,1091.08
LL0825,South East Asia,Thailand,Summit Polymers,371.25,1006.29
LL0825,South East Asia,Vietnam,Vertex Resins,569.25,1126.17
HD5001,South East Asia,Vietnam,Dynamic Industries,49.5,1151.5
LL0825,South East Asia,Malaysia,Advanced Polymers,569.25,1080.64
PP1013H1,South East Asia,Thailand,Vertex Industries,643.5,1194.39
HD5001,South East Asia,Philippines,United Polymers,915.75,1143.45
HD5001,South East Asia,Philippines,Advanced Chemicals,618.75,1000.84
PP7032E2,South East Asia,Vietnam,Global Chemicals,74.25,1199.01
PP7032E2,South East Asia,Malaysia,Dynamic Materials,346.5,1059.05
HD5001,South East Asia,Malaysia,Summit Industries,915.75,1046.92
PP1013H1,South East Asia,Vietnam,Vertex Materials,965.25,1104.93
PP7032E2,South East Asia,Malaysia,Global Industries,816.75,1171.61
HD5001,South East Asia,Thailand,Global Solutions,544.5,1019.53
LD01820,South East Asia,Philippines,Global Polymers,321.75,1113.73
LD01820,South East Asia,Indonesia,Dynamic Materials,321.75,1130.09
LD01820,South East Asia,Thailand,Prime Chemicals,965.25,1079.52
PP9054,South East Asia,Vietnam,Vertex Solutions,643.5,1068.03
PP1013H1,South East Asia,Thailand,Dynamic Resins,668.25,1019.45
PP1013H1,South East Asia,Philippines,Prime Materials,594.0,1127.85
PP1013H1,South East Asia,Vietnam,Vertex Solutions,618.75,1109.12
PP7032E2,South East Asia,Malaysia,Summit Industries,297.0,1163.1
HD5001,South East Asia,Malaysia,Vertex Chemicals,841.5,1072.35
HD5001,South East Asia,Philippines,Vertex Polymers,767.25,1012.98
LD01820,South East Asia,Vietnam,Advanced Materials,891.0,1049.23
PP7032E2,South East Asia,Philippines,Global Materials,519.75,1082.24
LD01820,South East Asia,Malaysia,United Chemicals,742.5,1139.17
PP9054,South East Asia,Malaysia,Prime Chemicals,767.25,1163.16
PP7032E2,South East Asia,Indonesia,Omni Materials,792.0,1133.26
HD5001,South East Asia,Thailand,Dynamic Chemicals,891.0,1082.91
PP9054,South East Asia,Thailand,Dynamic Materials,866.25,1103.46
PP1013H1,South East Asia,Vietnam,Dynamic Materials,965.25,1099.15
HD5001,South East Asia,Malaysia,United Industries,816.75,1146.71
LD01820,South East Asia,Philippines,Prime Chemicals,148.5,1183.53
LD01820,South East Asia,Indonesia,Omni Polymers,717.75,1145.26
HD5001,South East Asia,Malaysia,United Chemicals,643.5,1142.87
HD5001,South East Asia,Vietnam,Prime Resins,792.0,1034.21
HD5001,South East Asia,Vietnam,Vertex Solutions,173.25,1131.82
PP1013H1,South East Asia,Vietnam,Summit Solutions,643.5,1044.83
LD01820,South East Asia,Malaysia,Vertex Polymers,544.5,1192.02
LL0825,South East Asia,Thailand,Vertex Polymers,792.0,1113.28
HD5001,South East Asia,Malaysia,Vertex Solutions,99.0,1033.74
HD5001,South East Asia,Indonesia,United Polymers,668.25,1167.88
LL0825,South East Asia,Thailand,Dynamic Industries,841.5,1052.02
PP9054,South East Asia,Indonesia,Summit Solutions,643.5,1091.4
PP1013H1,South East Asia,Malaysia,Dynamic Resins,470.25,1012.42
PP7032E2,South East Asia,Thailand,Advanced Resins,346.5,1082.95
PP9054,South East Asia,Malaysia,Advanced Industries,74.25,1100.31
PP1013H1,South East Asia,Thailand,Summit Materials,594.0,1144.42
PP7032E2,South East Asia,Vietnam,Prime Solutions,643.5,1103.0
PP9054,South East Asia,Malaysia,Prime Chemicals,247.5,1076.88
PP1013H1,South East Asia,Malaysia,Vertex Materials,816.75,1138.51
LD01820,South East Asia,Indonesia,Global Materials,198.0,1141.4
HD5001,South East Asia,Indonesia,Dynamic Industries,247.5,1069.69
PP9054,South East Asia,Philippines,Prime Solutions,198.0,1187.77
HD5001,South East Asia,Indonesia,Omni Polymers,940.5,1145.34
LL0825,South East Asia,Vietnam,Summit Solutions,990.0,1032.46
PP1013H1,South East Asia,Malaysia,Global Industries,445.5,1085.99
HD5001,South East Asia,Indonesia,Prime Chemicals,445.5,1045.15
LL0825,South East Asia,Malaysia,Global Industries,643.5,1031.32
PP7032E2,South East Asia,Thailand,Summit Industries,990.0,1173.24
LL0825,South East Asia,Thailand,Dynamic Industries,643.5,1050.04
PP1013H1,South East Asia,Thailand,Summit Chemicals,891.0,1007.97
LD01820,South East Asia,Vietnam,Global Resins,198.0,1070.13
PP9054,South East Asia,Thailand,Dynamic Industries,792.0,1132.28
LL0825,South East Asia,Malaysia,Dynamic Materials,445.5,1113.56
LD01820,South East Asia,Malaysia,United Resins,816.75,1062.38
PP1013H1,South East Asia,Malaysia,Advanced Chemicals,99.0,1006.74
PP1013H1,South East Asia,Vietnam,Global Materials,123.75,1061.2
PP7032E2,South East Asia,Malaysia,Prime Materials,767.25,1166.98
LD01820,South East Asia,Philippines,Dynamic Polymers,396.0,1035.43
PP7032E2,South East Asia,Malaysia,Prime Industries,247.5,1062.49
PP9054,South East Asia,Philippines,Dynamic Industries,247.5,1080.47
PP7032E2,South East Asia,Indonesia,Prime Solutions,544.5,1028.9
PP7032E2,South East Asia,Vietnam,Prime Materials,618.75,1144.29
LD01820,South East Asia,Vietnam,Omni Solutions,594.0,1014.4
HD5001,South East Asia,Vietnam,Prime Solutions,742.5,1045.8
LD01820,South East Asia,Philippines,Summit Resins,420.75,1084.86
PP7032E2,South East Asia,Thailand,Global Materials,321.75,1104.08
LL0825,South East Asia,Malaysia,United Industries,74.25,1131.21
PP9054,South East Asia,Philippines,Vertex Industries,594.0,1096.33
PP9054,South East Asia,Vietnam,Vertex Resins,396.0,1111.18
LL0825,South East Asia,Malaysia,Summit Polymers,321.75,1085.33
PP7032E2,South East Asia,Indonesia,Summit Chemicals,717.75,1022.55
HD5001,South East Asia,Indonesia,Dynamic Materials,866.25,1140.07
LD01820,South East Asia,Malaysia,Dynamic Chemicals,594.0,1075.13
HD5001,South East Asia,Vietnam,Vertex Chemicals,396.0,1147.42
PP1013H1,South East Asia,Philippines,Advanced Materials,495.0,1051.71
PP9054,South East Asia,Vietnam,Prime Polymers,74.25,1149.65
LD01820,South East Asia,Indonesia,United Polymers,841.5,1002.51
PP7032E2,South East Asia,Malaysia,Advanced Polymers,173.25,1019.47
LD01820,South East Asia,Vietnam,Advanced Solutions,618.75,1166.5
PP7032E2,South East Asia,Vietnam,Dynamic Chemicals,396.0,1003.09
PP1013H1,South East Asia,Philippines,Dynamic Resins,99.0,1094.49
PP9054,South East Asia,Thailand,Summit Solutions,49.5,1146.23
PP9054,South East Asia,Malaysia,Vertex Materials,24.75,1096.24
PP7032E2,South East Asia,Malaysia,Omni Resins,915.75,1136.97
PP9054,South East Asia,Philippines,Advanced Industries,668.25,1002.34
LL0825,South East Asia,Malaysia,Summit Polymers,767.25,1073.66
LD01820,South East Asia,Thailand,Dynamic Materials,420.75,1105.56
LL0825,South East Asia,Vietnam,Prime Chemicals,940.5,1013.28
LL0825,South East Asia,Thailand,United Solutions,544.5,1134.89
LL0825,South East Asia,Indonesia,United Polymers,297.0,1160.08
PP7032E2,South East Asia,Malaysia,United Materials,321.75,1194.11
LL0825,South East Asia,Indonesia,United Solutions,643.5,1087.07
LL0825,South East Asia,Malaysia,Vertex Industries,742.5,1153.04
LL0825,South East Asia,Thailand,Summit Chemicals,792.0,1010.08
LD01820,South East Asia,Vietnam,Global Industries,247.5,1156.15
LD01820,South East Asia,Philippines,Omni Polymers,519.75,1128.16
HD5001,South East Asia,Malaysia,Dynamic Polymers,396.0,1127.06
PP1013H1,South East Asia,Indonesia,Dynamic Materials,940.5,1095.37
LL0825,South East Asia,Thailand,United Industries,915.75,1052.49
HD5001,South East Asia,Vietnam,Advanced Polymers,717.75,1169.76
PP1013H1,South East Asia,Malaysia,Prime Industries,792.0,1067.15
HD5001,South East Asia,Indonesia,United Chemicals,74.25,1020.92
LL0825,South East Asia,Vietnam,Dynamic Industries,148.5,1060.01
LL0825,South East Asia,Thailand,Advanced Chemicals,693.0,1113.36
PP9054,South East Asia,Thailand,Vertex Chemicals,173.25,1031.5
PP7032E2,South East Asia,Indonesia,Prime Chemicals,792.0,1126.96
PP9054,South East Asia,Indonesia,Advanced Chemicals,420.75,1121.34
PP1013H1,South East Asia,Thailand,Global Solutions,742.5,1098.46
PP9054,South East Asia,Philippines,Vertex Resins,618.75,1178.73
PP9054,South East Asia,Philippines,United Polymers,222.75,1186.46
LL0825,South East Asia,Indonesia,Dynamic Resins,99.0,1165.5
LL0825,South East Asia,Philippines,Prime Materials,618.75,1117.86
LL0825,South East Asia,Malaysia,Omni Industries,198.0,1111.89
LD01820,South East Asia,Vietnam,Omni Solutions,643.5,1069.27
LD01820,South East Asia,Indonesia,Advanced Chemicals,297.0,1179.75
PP9054,South East Asia,Indonesia,Global Polymers,742.5,1010.11
PP9054,South East Asia,Vietnam,Global Polymers,569.25,1195.41
PP1013H1,South East Asia,Vietnam,Advanced Chemicals,841.5,1100.06
LD01820,South East Asia,Indonesia,Vertex Chemicals,792.0,1069.58
LL0825,South East Asia,Indonesia,Advanced Chemicals,767.25,1081.42
PP9054,South East Asia,Philippines,Vertex Materials,792.0,1037.85
PP7032E2,South East Asia,Thailand,Summit Solutions,371.25,1185.39
PP7032E2,South East Asia,Indonesia,Global Resins,717.75,1081.14
LD01820,South East Asia,Indonesia,United Resins,371.25,1189.05
HD5001,South East Asia,Malaysia,Prime Chemicals,198.0,1022.01
LL0825,South East Asia,Thailand,Global Industries,717.75,1040.37
HD5001,South East Asia,Vietnam,Omni Resins,272.25,1166.18
PP1013H1,South East Asia,Indonesia,Vertex Polymers,24.75,1079.74
HD5001,South East Asia,Indonesia,Global Industries,74.25,1085.55
HD5001,South East Asia,Vietnam,Dynamic Resins,74.25,1061.83
LL0825,South East Asia,Vietnam,Summit Resins,693.0,1151.17
PP1013H1,South East Asia,Malaysia,Global Polymers,99.0,1084.51
LL0825,South East Asia,Malaysia,Dynamic Materials,717.75,1025.48
LD01820,South East Asia,Thailand,Global Polymers,297.0,1150.23
PP9054,South East Asia,Indonesia,Dynamic Polymers,346.5,1144.04
HD5001,South East Asia,Malaysia,United Industries,594.0,1062.16
LL0825,South East Asia,Vietnam,Prime Resins,940.5,1073.21
LD01820,South East Asia,Philippines,Dynamic Materials,569.25,1073.71
LL0825,South East Asia,Indonesia,Prime Materials,396.0,1016.56
PP9054,South East Asia,Philippines,Summit Industries,643.5,1148.13
HD5001,South East Asia,Vietnam,Summit Industries,173.25,1067.94
PP9054,South East Asia,Thailand,Vertex Materials,123.75,1005.62
PP9054,South East Asia,Vietnam,United Resins,445.5,1014.63
HD5001,South East Asia,Indonesia,Dynamic Chemicals,594.0,1080.03
LD01820,South East Asia,Indonesia,Prime Industries,544.5,1027.35
LD01820,South East Asia,Philippines,Prime Resins,24.75,1156.4
PP7032E2,South East Asia,Thailand,Dynamic Resins,198.0,1159.02
LL0825,South East Asia,Philippines,Omni Resins,643.5,1017.91
PP9054,South East Asia,Philippines,Global Materials,742.5,1166.05
PP7032E2,South East Asia,Philippines,Summit Polymers,123.75,1110.39
LD01820,South East Asia,Malaysia,Summit Resins,816.75,1096.01
LL0825,South East Asia,Vietnam,Prime Chemicals,99.0,1129.47
PP9054,South East Asia,Thailand,Advanced Solutions,940.5,1068.59
HD5001,South East Asia,Vietnam,United Solutions,569.25,1040.87
PP1013H1,South East Asia,Malaysia,Global Chemicals,420.75,1116.66
PP7032E2,South East Asia,Thailand,Dynamic Materials,891.0,1087.22
HD5001,South East Asia,Vietnam,Global Industries,693.0,1184.49
PP9054,South East Asia,Thailand,Dynamic Chemicals,49.5,1192.82
LD01820,South East Asia,Vietnam,Prime Materials,173.25,1055.41
LL0825,South East Asia,Malaysia,Omni Resins,569.25,1038.31
PP7032E2,South East Asia,Philippines,Summit Resins,99.0,1054.62
LL0825,South East Asia,Malaysia,Global Industries,297.0,1186.23
LL0825,South East Asia,Malaysia,United Chemicals,841.5,1026.23
PP7032E2,South East Asia,Malaysia,Prime Industries,321.75,1192.99
HD5001,South East Asia,Malaysia,Vertex Chemicals,445.5,1168.9
LL0825,South East Asia,Thailand,Summit Materials,297.0,1038.77
PP1013H1,South East Asia,Malaysia,Global Polymers,148.5,1143.09
PP9054,South East Asia,Indonesia,United Resins,767.25,1125.63
LL0825,South East Asia,Malaysia,Advanced Solutions,321.75,1056.39
LL0825,South East Asia,Vietnam,Advanced Resins,222.75,1076.85
PP1013H1,South East Asia,Vietnam,Global Industries,742.5,1155.22
LL0825,South East Asia,Thailand,Global Resins,222.75,1120.26
PP7032E2,South East Asia,Philippines,Omni Resins,297.0,1142.3
PP7032E2,South East Asia,Indonesia,Omni Resins,618.75,1150.66
LL0825,South East Asia,Philippines,Dynamic Resins,717.75,1042.29
HD5001,South East Asia,Philippines,Advanced Chemicals,371.25,1121.19
PP7032E2,South East Asia,Vietnam,Dynamic Materials,445.5,1175.4
HD5001,South East Asia,Indonesia,Vertex Resins,544.5,1088.02
LD01820,South East Asia,Indonesia,Vertex Chemicals,346.5,1159.71
LL0825,South East Asia,Thailand,Advanced Materials,272.25,1123.92
PP1013H1,South East Asia,Indonesia,Dynamic Industries,346.5,1195.76
PP9054,South East Asia,Indonesia,Summit Materials,544.5,1059.02
HD5001,South East Asia,Thailand,United Industries,816.75,1113.59
PP9054,South East Asia,Thailand,Summit Solutions,49.5,1110.74
HD5001,South East Asia,Thailand,Vertex Materials,420.75,1170.57
HD5001,South East Asia,Philippines,United Polymers,940.5,1124.51
LL0825,South East Asia,Indonesia,Vertex Materials,693.0,1070.75
HD5001,South East Asia,Indonesia,Dynamic Industries,594.0,1027.98
HD5001,South East Asia,Philippines,Global Resins,222.75,1019.95
LD01820,South East Asia,Malaysia,Vertex Polymers,891.0,1196.63
HD5001,South East Asia,Thailand,Advanced Solutions,990.0,1114.2
PP9054,South East Asia,Philippines,Prime Solutions,445.5,1030.18
PP1013H1,South East Asia,Indonesia,Global Solutions,148.5,1185.51
LL0825,South East Asia,Thailand,Vertex Polymers,841.5,1023.51
LL0825,South East Asia,Vietnam,Summit Polymers,346.5,1066.26
HD5001,South East Asia,Vietnam,Omni Industries,594.0,1123.89
LL0825,South East Asia,Vietnam,Advanced Industries,767.25,1191.35
PP7032E2,South East Asia,Thailand,Global Polymers,445.5,1140.72
PP9054,South East Asia,Indonesia,Global Polymers,990.0,1148.77
PP1013H1,South East Asia,Thailand,Vertex Materials,767.25,1089.38
PP7032E2,South East Asia,Indonesia,Omni Materials,297.0,1005.08
HD5001,South East Asia,Vietnam,Dynamic Resins,371.25,1148.95
HD5001,South East Asia,Philippines,Vertex Polymers,792.0,1094.99
LL0825,South East Asia,Philippines,Omni Industries,321.75,1014.21
PP7032E2,South East Asia,Vietnam,Vertex Polymers,940.5,1141.31
LD01820,South East Asia,Thailand,Omni Materials,569.25,1170.35
LL0825,South East Asia,Thailand,Omni Chemicals,247.5,1065.17
LD01820,South East Asia,Malaysia,Summit Materials,841.5,1118.8
LD01820,South East Asia,Thailand,Vertex Resins,222.75,1037.75
PP1013H1,South East Asia,Philippines,Global Industries,519.75,1091.51
LL0825,South East Asia,Vietnam,Advanced Solutions,49.5,1036.39
LD01820,South East Asia,Malaysia,Dynamic Industries,643.5,1024.89
LD01820,South East Asia,Vietnam,Prime Resins,148.5,1018.74
PP1013H1,South East Asia,Malaysia,Prime Polymers,346.5,1035.0
LD01820,South East Asia,Indonesia,Prime Industries,866.25,1175.54
PP1013H1,South East Asia,Philippines,Vertex Materials,915.75,1032.22
LD01820,South East Asia,Vietnam,Dynamic Industries,49.5,1083.86
PP7032E2,South East Asia,Indonesia,Advanced Materials,99.0,1104.35
LD01820,South East Asia,Indonesia,Summit Chemicals,866.25,1195.86
LD01820,South East Asia,Malaysia,Advanced Industries,247.5,1053.09
LD01820,South East Asia,Philippines,Dynamic Chemicals,841.5,1064.07
PP7032E2,South East Asia,Indonesia,Advanced Solutions,495.0,1126.23
LD01820,South East Asia,Philippines,Summit Resins,618.75,1042.62
PP9054,South East Asia,Vietnam,Advanced Materials,396.0,1106.53
HD5001,South East Asia,Malaysia,Omni Chemicals,247.5,1131.3
PP7032E2,South East Asia,Indonesia,Vertex Industries,24.75,1049.65
LD01820,South East Asia,Indonesia,United Chemicals,346.5,1147.75
LL0825,South East Asia,Malaysia,Dynamic Solutions,420.75,1057.23
PP1013H1,South East Asia,Malaysia,Advanced Polymers,173.25,1107.95
LD01820,South East Asia,Indonesia,Summit Materials,420.75,1034.76
PP1013H1,South East Asia,Philippines,Dynamic Materials,321.75,1107.91
LL0825,South East Asia,Vietnam,Dynamic Polymers,173.25,1187.8
PP9054,South East Asia,Philippines,United Polymers,371.25,1067.9
PP1013H1,South East Asia,Philippines,Dynamic Resins,371.25,1076.76
HD5001,South East Asia,Vietnam,Global Materials,990.0,1134.09
LD01820,South East Asia,Thailand,Advanced Polymers,346.5,1145.41
PP1013H1,South East Asia,Thailand,Summit Resins,767.25,1046.4
PP7032E2,South East Asia,Vietnam,Prime Chemicals,222.75,1147.65
LL0825,South East Asia,Vietnam,Omni Resins,841.5,1030.7
PP9054,South East Asia,Malaysia,Dynamic Resins,99.0,1168.44
LL0825,South East Asia,Thailand,United Resins,198.0,1075.92
LD01820,South East Asia,Indonesia,Omni Industries,49.5,1174.69
PP7032E2,South East Asia,Thailand,Dynamic Polymers,742.5,1022.64
LD01820,South East Asia,Thailand,Dynamic Industries,792.0,1030.73
HD5001,South East Asia,Philippines,Dynamic Materials,841.5,1151.6
PP7032E2,South East Asia,Vietnam,Vertex Resins,74.25,1032.29
HD5001,South East Asia,Philippines,Prime Industries,717.75,1112.86
PP9054,South East Asia,Malaysia,Summit Industries,618.75,1004.41
PP9054,South East Asia,Thailand,Omni Chemicals,569.25,1128.82
PP7032E2,South East Asia,Malaysia,United Industries,816.75,1006.64
PP9054,South East Asia,Vietnam,Advanced Materials,668.25,1127.97
PP7032E2,South East Asia,Philippines,United Materials,495.0,1183.21
LL0825,South East Asia,Philippines,Global Solutions,816.75,1150.14
PP9054,South East Asia,Indonesia,Summit Resins,470.25,1162.68
HD5001,South East Asia,Malaysia,Omni Solutions,346.5,1107.67
PP7032E2,South East Asia,Indonesia,Prime Solutions,222.75,1115.51
LD01820,South East Asia,Philippines,Global Materials,123.75,1120.32
LD01820,South East Asia,Philippines,Omni Solutions,519.75,1166.15
PP7032E2,South East Asia,Thailand,Vertex Materials,544.5,1105.13
PP7032E2,South East Asia,Thailand,United Resins,445.5,1075.83
LD01820,South East Asia,Malaysia,Dynamic Polymers,965.25,1110.68
LL0825,South East Asia,Malaysia,Prime Resins,816.75,1159.68
HD5001,South East Asia,Thailand,United Industries,49.5,1055.59
LD01820,South East Asia,Philippines,United Chemicals,990.0,1106.27
LL0825,South East Asia,Thailand,Summit Solutions,643.5,1140.16
LD01820,South East Asia,Thailand,Summit Materials,123.75,1111.23
HD5001,South East Asia,Malaysia,Prime Industries,272.25,1119.75
LD01820,South East Asia,Indonesia,Advanced Polymers,767.25,1186.87
LL0825,South East Asia,Malaysia,Dynamic Chemicals,396.0,1037.55
PP9054,South East Asia,Indonesia,Prime Industries,297.0,1165.41
PP9054,South East Asia,Philippines,Summit Polymers,272.25,1093.82
PP9054,South East Asia,Indonesia,Global Chemicals,841.5,1049.02
LL0825,South East Asia,Malaysia,Vertex Polymers,866.25,1006.81
LD01820,West Asia,UAE,Vertex Resins,618.75,1123.71
PP9054,West Asia,Israel,Dynamic Polymers,569.25,1044.26
LL0825,West Asia,UAE,Summit Materials,198.0,1185.51
HD5001,West Asia,UAE,Summit Materials,569.25,1151.86
LD01820,West Asia,Saudi Arabia,Vertex Industries,495.0,1181.93
PP9054,West Asia,Turkey,Advanced Polymers,594.0,1182.35
HD5001,West Asia,Israel,Prime Polymers,247.5,1095.1
PP9054,West Asia,Turkey,Vertex Industries,816.75,1188.15
LL0825,West Asia,Turkey,Omni Polymers,173.25,1058.64
HD5001,West Asia,Saudi Arabia,Global Chemicals,594.0,1089.08
PP1013H1,West Asia,Saudi Arabia,Dynamic Materials,99.0,1122.46
PP7032E2,West Asia,Israel,Prime Polymers,420.75,1140.37
LL0825,West Asia,Israel,Dynamic Solutions,371.25,1175.06
PP7032E2,West Asia,UAE,Summit Resins,222.75,1191.4
PP7032E2,West Asia,Turkey,Prime Resins,99.0,1140.59
PP1013H1,West Asia,Saudi Arabia,Advanced Solutions,272.25,1043.38
PP1013H1,West Asia,Saudi Arabia,Dynamic Industries,173.25,1011.64
PP1013H1,West Asia,Israel,Prime Resins,990.0,1052.45
PP9054,West Asia,UAE,Vertex Chemicals,618.75,1046.02
HD5001,West Asia,Saudi Arabia,Prime Resins,618.75,1111.5
PP9054,West Asia,Saudi Arabia,Omni Polymers,643.5,1156.66
LD01820,West Asia,Israel,Advanced Industries,742.5,1028.01
PP1013H1,West Asia,Turkey,Summit Industries,24.75,1115.42
LL0825,West Asia,Saudi Arabia,Vertex Materials,346.5,1117.48
PP9054,West Asia,UAE,Vertex Polymers,792.0,1098.09
LD01820,West Asia,Israel,Summit Solutions,222.75,1117.37
PP9054,West Asia,UAE,Vertex Chemicals,866.25,1166.15
PP7032E2,West Asia,UAE,Advanced Industries,742.5,1177.85
LL0825,West Asia,Israel,Summit Materials,297.0,1035.71
HD5001,West Asia,Israel,Dynamic Solutions,24.75,1044.89
LD01820,West Asia,Turkey,Dynamic Polymers,173.25,1154.38
PP9054,West Asia,Saudi Arabia,Summit Industries,594.0,1133.08
PP9054,West Asia,Israel,Dynamic Materials,668.25,1024.35
HD5001,West Asia,Israel,Vertex Industries,519.75,1015.21
PP1013H1,West Asia,Turkey,Omni Chemicals,74.25,1084.34
LD01820,West Asia,Israel,Summit Resins,99.0,1121.62
LL0825,West Asia,UAE,Advanced Resins,668.25,1131.86
LD01820,West Asia,Saudi Arabia,United Polymers,297.0,1126.42
LL0825,West Asia,Turkey,Advanced Materials,173.25,1051.64
HD5001,West Asia,Turkey,Advanced Industries,618.75,1025.98
PP9054,West Asia,Saudi Arabia,Prime Materials,990.0,1155.83
LD01820,West Asia,UAE,Global Solutions,148.5,1181.24
HD5001,West Asia,Israel,Prime Industries,643.5,1112.31
PP9054,West Asia,Turkey,United Solutions,173.25,1063.65
PP7032E2,West Asia,Israel,Global Materials,569.25,1015.06
HD5001,West Asia,Saudi Arabia,Advanced Resins,247.5,1035.87
PP1013H1,West Asia,Saudi Arabia,Global Industries,272.25,1139.28
LL0825,West Asia,Saudi Arabia,Dynamic Industries,396.0,1066.18
PP1013H1,West Asia,Saudi Arabia,Omni Polymers,643.5,1193.32
LD01820,West Asia,UAE,Dynamic Polymers,371.25,1126.51
LD01820,West Asia,Turkey,Advanced Chemicals,445.5,1008.76
PP7032E2,West Asia,UAE,Prime Chemicals,420.75,1012.28
PP1013H1,West Asia,Turkey,Dynamic Resins,74.25,1027.39
HD5001,West Asia,Israel,Prime Polymers,965.25,1081.33
PP7032E2,West Asia,Israel,Dynamic Materials,742.5,1105.3
PP7032E2,West Asia,UAE,Advanced Resins,297.0,1093.71
PP7032E2,West Asia,Israel,Global Solutions,668.25,1088.67
PP1013H1,West Asia,Saudi Arabia,Advanced Materials,742.5,1074.8
LD01820,West Asia,Saudi Arabia,Dynamic Resins,222.75,1062.29
PP1013H1,West Asia,UAE,Summit Solutions,198.0,1140.14
PP7032E2,West Asia,UAE,Dynamic Solutions,742.5,1120.95
HD5001,West Asia,Turkey,Omni Industries,618.75,1164.05
LD01820,West Asia,Saudi Arabia,Omni Resins,569.25,1078.27
LL0825,West Asia,Saudi Arabia,Vertex Resins,767.25,1097.93
LL0825,West Asia,UAE,Summit Materials,792.0,1168.01
HD5001,West Asia,UAE,Omni Materials,123.75,1042.35
PP1013H1,West Asia,Turkey,United Chemicals,297.0,1192.03
PP7032E2,West Asia,Turkey,United Solutions,420.75,1121.48
HD5001,West Asia,Turkey,Prime Solutions,990.0,1004.73
PP1013H1,West Asia,Israel,Dynamic Chemicals,371.25,1192.68
LD01820,West Asia,UAE,Dynamic Industries,767.25,1148.06
HD5001,West Asia,UAE,Global Materials,371.25,1117.0
HD5001,West Asia,Israel,United Solutions,297.0,1108.09
PP7032E2,West Asia,Turkey,Omni Polymers,198.0,1078.62
PP9054,West Asia,Saudi Arabia,United Chemicals,717.75,1044.03
HD5001,West Asia,Turkey,Dynamic Industries,594.0,1052.35
LL0825,West Asia,Turkey,Global Resins,792.0,1143.88
HD5001,West Asia,UAE,Advanced Resins,668.25,1090.5
LL0825,West Asia,Israel,Vertex Solutions,866.25,1176.2
PP9054,West Asia,Israel,United Chemicals,495.0,1104.19
PP1013H1,West Asia,Israel,Prime Solutions,445.5,1142.76
PP9054,West Asia,UAE,Omni Industries,618.75,1054.69
PP7032E2,West Asia,Israel,United Chemicals,123.75,1005.1
PP1013H1,West Asia,Israel,United Industries,792.0,1138.1
PP9054,West Asia,Turkey,Summit Solutions,544.5,1170.8
LD01820,West Asia,Saudi Arabia,Advanced Resins,123.75,1097.92
PP7032E2,West Asia,Turkey,Global Polymers,569.25,1017.64
LL0825,West Asia,Turkey,Dynamic Chemicals,643.5,1159.32
HD5001,West Asia,Israel,United Solutions,272.25,1103.04
PP9054,West Asia,Turkey,Summit Solutions,222.75,1112.05
LL0825,West Asia,Saudi Arabia,Global Materials,445.5,1196.82
LL0825,West Asia,Israel,Dynamic Materials,594.0,1015.37
LD01820,West Asia,UAE,Dynamic Chemicals,742.5,1017.09
PP9054,West Asia,Saudi Arabia,United Industries,148.5,1008.73
LD01820,West Asia,UAE,Dynamic Resins,940.5,1094.17
PP9054,West Asia,Israel,United Materials,148.5,1153.78
PP7032E2,West Asia,Israel,Omni Solutions,618.75,1083.13
HD5001,West Asia,Israel,Vertex Materials,915.75,1061.9
